epoch,acc,loss,val_acc,val_loss
0,0.200000000596,1.68959989452,0.224199288283,1.66383032739
1,0.200000000358,1.66190816212,0.222419928852,1.63700382777
2,0.200000000358,1.63310668468,0.238434163807,1.61966483406
3,0.21200000006,1.61593076611,0.256227758431,1.6089479219
4,0.308000000477,1.59995277119,0.243772242417,1.60485327371
5,0.264000000358,1.59480018711,0.241992882562,1.60195569211
6,0.24800000006,1.59248510265,0.238434163807,1.59995620022
7,0.260000000119,1.58818542385,0.236654804589,1.59712353253
8,0.276000000119,1.58617102051,0.259786477027,1.59517555644
9,0.296000000954,1.57990118504,0.263345195942,1.59256369788
10,0.316000000238,1.57875978374,0.282918149625,1.58949654637
11,0.372000001431,1.57514496136,0.302491103203,1.58608710469
12,0.320000000954,1.57440065098,0.318505338237,1.58364385048
13,0.348000000477,1.5686221571,0.316725978701,1.5810212389
14,0.348000000477,1.56739439011,0.320284697827,1.57859255071
15,0.388000000715,1.56117478943,0.345195729643,1.57566001958
16,0.396000000715,1.55894707203,0.364768683698,1.57265120766
17,0.388000000477,1.55405981255,0.373665480427,1.57011680162
18,0.46,1.55018393898,0.37544484007,1.56747060357
19,0.459999999523,1.54483654976,0.366548042811,1.56536593344
20,0.424,1.54403531837,0.362989323896,1.56304798347
21,0.436000001431,1.54244060993,0.375444840282,1.55940053217
22,0.472000001192,1.53540641785,0.387900356296,1.55614680709
23,0.492000000715,1.53119735336,0.400355872735,1.5526639711
24,0.460000000477,1.52859631062,0.403914590853,1.54876455718
25,0.5,1.52072159958,0.419928826259,1.54533038318
26,0.488000002861,1.52169748116,0.412811388006,1.54222169975
27,0.512000002861,1.51257318211,0.41637010708,1.53866972872
28,0.480000000238,1.51192807484,0.423487544802,1.53466458804
29,0.548000000238,1.50336672688,0.421708185265,1.531254037
30,0.548000002861,1.49886311722,0.437722420247,1.52631108786
31,0.539999998569,1.49746049023,0.459074733732,1.52160135368
32,0.543999999046,1.48850389481,0.453736655653,1.51788356423
33,0.540000000238,1.48428836346,0.430604982525,1.5150474416
34,0.539999999046,1.47942712307,0.448398576619,1.50856337047
35,0.548000000238,1.47209612942,0.439501779359,1.50399854684
36,0.567999999523,1.46715330315,0.459074732884,1.4986907808
37,0.599999999046,1.45856226063,0.476868327508,1.49297147756
38,0.620000000477,1.45370547104,0.480427046582,1.4873013717
39,0.62,1.44503433037,0.47686832772,1.4823087509
40,0.579999999523,1.44324577427,0.475088968078,1.47653278295
41,0.58,1.43780256557,0.494661922132,1.46981843001
42,0.564000001907,1.43000828838,0.480427046688,1.46540919699
43,0.579999999046,1.42655009556,0.46975088968,1.45973565146
44,0.608000000477,1.4149233551,0.47686832772,1.45275832835
45,0.568000001907,1.40461061668,0.503558718649,1.4460772768
46,0.588,1.39340487099,0.517793594306,1.43926848678
47,0.604000002384,1.38871395683,0.51067615669,1.43109379629
48,0.644000002384,1.37453589916,0.514234875021,1.42225894852
49,0.612000002861,1.37352609825,0.516014234982,1.41479233321
50,0.660000002384,1.35673610401,0.521352313167,1.4071709117
51,0.631999999046,1.34913093567,0.516014235724,1.3969683435
52,0.652000001907,1.33930935287,0.517793595155,1.38973176352
53,0.624000001907,1.32707221985,0.528469750996,1.38047277715
54,0.644000001907,1.31636545753,0.528469751102,1.37309504616
55,0.636000002861,1.30642129326,0.532028469857,1.35922746557
56,0.648,1.29024040413,0.548042704732,1.34950439404
57,0.664000001431,1.28415790749,0.548042704626,1.34197253604
58,0.668000001907,1.27062154961,0.542704626547,1.33145271247
59,0.656000002861,1.25507965279,0.548042704202,1.32003821342
60,0.664000001431,1.2421023407,0.544483985818,1.30349212185
61,0.663999998569,1.2329940958,0.548042705263,1.29879409308
62,0.644000001431,1.22455250263,0.558718861634,1.28883947851
